,index,name,inchikey,formula,ionization,precursormz,rank
1201,1201,(water loss)2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H6O2,[M-H]+,229.18933,no correct formula
1202,1202,gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,[M+H]+,459.18329,no correct formula
1203,1203,"(water loss)1,4-dihydroxy-2-naphthoic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,C14H14O3Si1,[M+H]+,259.11749,no correct formula
1204,1204,"(water loss)1,4-dihydroxy-2-naphthoic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,C14H14O3Si1,[M+H]+,259.06003,no correct formula
1205,1205,(water loss)pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C18H39N1O4Si3,[M+H]+,418.19898,no correct formula
1206,1206,(water loss)pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C21H47N1O4Si4,[M+H]+,490.23685,no correct formula
1207,1207,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M+H]+,163.1461,no correct formula
1208,1208,deoxycholic acid,FHHPUSMSKHSNKW-SMOYURAASA-M,C27H47Na1O4Si1,[M-H]+,607.40698,no correct formula
1209,1209,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C3H7N3O2,[M+H]+,118.06766,no correct formula
1210,1210,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H11N3O1Si1,[M+H]+,158.0815,no correct formula
1211,1211,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H15N3O2Si1,[M-H]+,188.12756,no correct formula
1212,1212,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M-H]+,170.09366,no correct formula
1213,1213,(water loss)2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H6O2,[M]+,230.0798,no correct formula
1214,1214,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M]+,229.07307,no correct formula
1215,1215,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H11N3O1Si1,[M-H]+,156.12129,no correct formula
1216,1216,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M+H]+,172.15099,no correct formula
1217,1217,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H15N3O2Si1,[M+H]+,190.12506,no correct formula
1218,1218,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M+H]+,172.11172,no correct formula
1219,1219,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M-H]+,161.05962,no correct formula
1220,1220,biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H13N3O2Si1,[M-H]+,174.11171,no correct formula
1221,1221,2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.13264,no correct formula
1222,1222,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M+H]+,230.08022,no correct formula
1223,1223,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C12H24O2Si2,[M-H]+,255.20937,no correct formula
1224,1224,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C12H24O2Si2,[M-H]+,255.10989,no correct formula
1225,1225,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11654,no correct formula
1226,1226,(water loss)3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H12N2,[M]+,144.04756,no correct formula
1227,1227,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M+H]+,163.09509,no correct formula
1228,1228,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M+H]+,230.08005,no correct formula
1229,1229,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C11H27N3O1Si3,[M+H]+,302.16989,no correct formula
1230,1230,(water loss)2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H6O2,[M-H]+,229.18933,no correct formula
1231,1231,gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,[M+H]+,459.18329,no correct formula
1232,1232,"(water loss)1,4-dihydroxy-2-naphthoic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,C14H14O3Si1,[M+H]+,259.11749,no correct formula
1233,1233,"(water loss)1,4-dihydroxy-2-naphthoic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,C14H14O3Si1,[M+H]+,259.06003,no correct formula
1234,1234,(water loss)pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C18H39N1O4Si3,[M+H]+,418.19898,no correct formula
1235,1235,(water loss)pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C21H47N1O4Si4,[M+H]+,490.23685,no correct formula
1236,1236,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M+H]+,163.1461,no correct formula
1237,1237,deoxycholic acid,FHHPUSMSKHSNKW-SMOYURAASA-M,C27H47Na1O4Si1,[M-H]+,607.40698,no correct formula
1238,1238,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C3H7N3O2,[M+H]+,118.06766,no correct formula
1239,1239,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H11N3O1Si1,[M+H]+,158.0815,no correct formula
1240,1240,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H15N3O2Si1,[M-H]+,188.12756,no correct formula
1241,1241,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M-H]+,170.09366,no correct formula
1242,1242,(water loss)2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H6O2,[M]+,230.0798,no correct formula
1243,1243,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M]+,229.07307,no correct formula
1244,1244,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H11N3O1Si1,[M-H]+,156.12129,no correct formula
1245,1245,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M+H]+,172.15099,no correct formula
1246,1246,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H15N3O2Si1,[M+H]+,190.12506,no correct formula
1247,1247,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M+H]+,172.11172,no correct formula
1248,1248,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M-H]+,161.05962,no correct formula
1249,1249,biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H13N3O2Si1,[M-H]+,174.11171,no correct formula
1250,1250,2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.13264,no correct formula
1251,1251,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M+H]+,230.08022,no correct formula
1252,1252,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C12H24O2Si2,[M-H]+,255.20937,no correct formula
1253,1253,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C12H24O2Si2,[M-H]+,255.10989,no correct formula
1254,1254,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11654,no correct formula
1255,1255,(water loss)3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H12N2,[M]+,144.04756,no correct formula
1256,1256,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M+H]+,163.09509,no correct formula
1257,1257,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M+H]+,230.08005,no correct formula
1258,1258,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C11H27N3O1Si3,[M+H]+,302.16989,no correct formula
1259,1259,(water loss)2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H6O2,[M-H]+,229.18933,no correct formula
1260,1260,gallic acid,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,[M+H]+,459.18329,no correct formula
1261,1261,"(water loss)1,4-dihydroxy-2-naphthoic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,C14H14O3Si1,[M+H]+,259.11749,no correct formula
1262,1262,"(water loss)1,4-dihydroxy-2-naphthoic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,C14H14O3Si1,[M+H]+,259.06003,no correct formula
1263,1263,(water loss)pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C18H39N1O4Si3,[M+H]+,418.19898,no correct formula
1264,1264,(water loss)pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C21H47N1O4Si4,[M+H]+,490.23685,no correct formula
1265,1265,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M+H]+,163.1461,no correct formula
1266,1266,deoxycholic acid,FHHPUSMSKHSNKW-SMOYURAASA-M,C27H47Na1O4Si1,[M-H]+,607.40698,no correct formula
1267,1267,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M-H]+,277.12784,9
1268,1268,(water loss)lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C3H5N1O1,[M+H]+,0.0,no correct formula
1269,1269,mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H10O3,[M+H]+,131.08784,no correct formula
1270,1270,(water loss)mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11616,no correct formula
1271,1271,(water loss)mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.1151,no correct formula
1272,1272,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C13H13N1O3Si1,[M-H]+,258.23154,no correct formula
1273,1273,dehydroascorbic acid,SBJKKFFYIZUCET-JLAZNSOCSA-N,C6H6O6,[M+H]+,175.07764,no correct formula
1274,1274,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M]+,265.13834,no correct formula
1275,1275,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C6H15N1O2Si1,[M+H]+,162.09406,1
1276,1276,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M+H]+,279.0625,no correct formula
1277,1277,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M]+,265.10397,no correct formula
1278,1278,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.13332,0
1279,1279,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C13H15N1O4Si1,[M+H]+,278.10431,no correct formula
1280,1280,(water loss)chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H38O3,[M]+,0.0,no correct formula
1281,1281,(water loss)phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C11H17N1Si1,[M+H]+,176.15338,no correct formula
1282,1282,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M+H]+,299.13712,no correct formula
1283,1283,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M+H]+,266.17419,0
1284,1284,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.13397,no correct formula
1285,1285,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.1572,no correct formula
1286,1286,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.13104,no correct formula
1287,1287,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.18228,no correct formula
1288,1288,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C17H42O4Si4,[M+H]+,423.22067,6
1289,1289,(water loss)allantoin,POJWUDADGALRAB-UHFFFAOYSA-N,C13H28N4O2Si3,[M+H]+,357.15955,1
1290,1290,chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H40O4,[M+H]+,393.16849,no correct formula
1291,1291,glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C10H20N2O3Si1,[M+H]+,245.10161,no correct formula
1292,1292,glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C10H20N2O3Si1,[M-H]+,243.20904,no correct formula
1293,1293,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.09268,no correct formula
1294,1294,(water loss)chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H38O3,[M+H]+,375.16776,no correct formula
1295,1295,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.16196,0
1296,1296,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.1619,1
1297,1297,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M]+,278.20163,no correct formula
1298,1298,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.27725,no correct formula
1299,1299,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.28574,no correct formula
1300,1300,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,C30H50,[M-H]+,409.40323,no correct formula
1301,1301,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C5H10O4,[M-H]+,133.09992,no correct formula
1302,1302,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.27451,no correct formula
1303,1303,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.25659,no correct formula
1304,1304,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,C30H50,[M-H]+,409.41342,no correct formula
1305,1305,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M-H]+,277.12784,4
1306,1306,(water loss)lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C3H5N1O1,[M+H]+,72.08096,no correct formula
1307,1307,mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H10O3,[M+H]+,131.08784,no correct formula
1308,1308,(water loss)mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11616,no correct formula
1309,1309,(water loss)mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.1151,no correct formula
1310,1310,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C13H13N1O3Si1,[M-H]+,258.23154,no correct formula
1311,1311,dehydroascorbic acid,SBJKKFFYIZUCET-JLAZNSOCSA-N,C6H6O6,[M+H]+,175.07764,no correct formula
1312,1312,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M]+,265.13834,no correct formula
1313,1313,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C6H15N1O2Si1,[M+H]+,162.09406,0
1314,1314,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M+H]+,279.0625,no correct formula
1315,1315,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M]+,265.10397,no correct formula
1316,1316,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.13332,0
1317,1317,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C13H15N1O4Si1,[M+H]+,278.10431,no correct formula
1318,1318,(water loss)chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H38O3,[M]+,0.0,no correct formula
1319,1319,(water loss)phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C11H17N1Si1,[M+H]+,176.15338,no correct formula
1320,1320,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M+H]+,299.13712,no correct formula
1321,1321,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M+H]+,266.17419,0
1322,1322,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.13397,no correct formula
1323,1323,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.1572,no correct formula
1324,1324,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.13104,no correct formula
1325,1325,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.18228,no correct formula
1326,1326,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C17H42O4Si4,[M+H]+,423.22067,4
1327,1327,(water loss)allantoin,POJWUDADGALRAB-UHFFFAOYSA-N,C13H28N4O2Si3,[M+H]+,357.15955,1
1328,1328,chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H40O4,[M+H]+,393.16849,no correct formula
1329,1329,glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C10H20N2O3Si1,[M+H]+,245.10161,no correct formula
1330,1330,glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C10H20N2O3Si1,[M-H]+,243.20904,no correct formula
1331,1331,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.09268,no correct formula
1332,1332,(water loss)chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H38O3,[M+H]+,375.16776,no correct formula
1333,1333,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.16196,0
1334,1334,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.1619,0
1335,1335,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M]+,278.20163,no correct formula
1336,1336,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.27725,no correct formula
1337,1337,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.28574,no correct formula
1338,1338,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,C30H50,[M-H]+,409.40323,no correct formula
1339,1339,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C5H10O4,[M-H]+,133.09992,no correct formula
1340,1340,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.27451,no correct formula
1341,1341,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.25659,no correct formula
1342,1342,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,C30H50,[M-H]+,409.41342,no correct formula
1343,1343,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M-H]+,277.12784,4
1344,1344,(water loss)lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C3H5N1O1,[M+H]+,72.08096,no correct formula
1345,1345,mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H10O3,[M+H]+,131.08784,no correct formula
1346,1346,(water loss)mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11616,no correct formula
1347,1347,(water loss)mevalonolactone,JYVXNLLUYHCIIH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.1151,no correct formula
1348,1348,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C13H13N1O3Si1,[M-H]+,258.23154,no correct formula
1349,1349,dehydroascorbic acid,SBJKKFFYIZUCET-JLAZNSOCSA-N,C6H6O6,[M+H]+,175.07764,no correct formula
1350,1350,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M]+,265.13834,no correct formula
1351,1351,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C6H15N1O2Si1,[M+H]+,162.09406,0
1352,1352,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M+H]+,279.0625,no correct formula
1353,1353,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M]+,265.10397,no correct formula
1354,1354,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.13332,0
1355,1355,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C13H15N1O4Si1,[M+H]+,278.10431,no correct formula
1356,1356,(water loss)chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H38O3,[M]+,0.0,no correct formula
1357,1357,(water loss)phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C11H17N1Si1,[M+H]+,176.15338,no correct formula
1358,1358,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M+H]+,299.13712,no correct formula
1359,1359,phenylethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C14H27N1Si2,[M+H]+,266.17419,0
1360,1360,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.13397,no correct formula
1361,1361,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.1572,no correct formula
1362,1362,(water loss)xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C16H21N1O3Si2,[M+H]+,332.13104,no correct formula
1363,1363,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.18228,no correct formula
1364,1364,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C17H42O4Si4,[M+H]+,423.22067,4
1365,1365,(water loss)allantoin,POJWUDADGALRAB-UHFFFAOYSA-N,C13H28N4O2Si3,[M+H]+,357.15955,1
1366,1366,chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H40O4,[M+H]+,393.16849,no correct formula
1367,1367,glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C10H20N2O3Si1,[M+H]+,245.10161,no correct formula
1368,1368,glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C10H20N2O3Si1,[M-H]+,243.20904,no correct formula
1369,1369,lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.09268,no correct formula
1370,1370,(water loss)chenodeoxycholic acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H38O3,[M+H]+,375.16776,no correct formula
1371,1371,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.16196,0
1372,1372,xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,C19H31N1O4Si3,[M+H]+,422.1619,0
1373,1373,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C11H26O4Si2,[M]+,278.20163,no correct formula
1374,1374,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.27725,no correct formula
1375,1375,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.28574,no correct formula
1376,1376,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,C30H50,[M-H]+,409.40323,no correct formula
1377,1377,(water loss)lyxitol,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C5H10O4,[M-H]+,133.09992,no correct formula
1378,1378,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.27451,no correct formula
1379,1379,(water loss)glycyl proline,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C13H26N2O2Si2,[M-H]+,297.25659,no correct formula
1380,1380,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,C30H50,[M-H]+,409.41342,no correct formula
1381,1381,piperidone,XUWHAWMETYGRKB-UHFFFAOYSA-N,C8H17N1O1Si1,[M+H]+,172.11499,0
1382,1382,piperidone,XUWHAWMETYGRKB-UHFFFAOYSA-N,C5H9N1O1,[M+H]+,100.07566,0
1383,1383,(water loss)Î´-Gluconolactone,PHOQVHQSTUBQQK-SQOUGZDYSA-N,C9H16O5Si1,[M+H]+,233.13072,no correct formula
1384,1384,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C20H41N3O5Si3,[M+H]+,488.24149,2
1385,1385,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C23H49N3O5Si4,[M+H]+,560.2796,no correct formula
1386,1386,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C20H41N3O5Si3,[M+H]+,488.24109,3
1387,1387,(water loss)alpha-santonin,XJHDMGJURBVLLE-BOCCBSBMSA-N,C18H24O2Si1,[M+H]+,301.1395,no correct formula
1388,1388,piperidone,XUWHAWMETYGRKB-UHFFFAOYSA-N,C8H17N1O1Si1,[M+H]+,172.11499,0
1389,1389,piperidone,XUWHAWMETYGRKB-UHFFFAOYSA-N,C5H9N1O1,[M+H]+,100.07566,0
1390,1390,(water loss)Î´-Gluconolactone,PHOQVHQSTUBQQK-SQOUGZDYSA-N,C9H16O5Si1,[M+H]+,233.13072,no correct formula
1391,1391,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C20H41N3O5Si3,[M+H]+,488.24149,5
1392,1392,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C23H49N3O5Si4,[M+H]+,560.2796,no correct formula
